OBJECTID_1,FULLADDR,ADDRNUM,STREETNAME,STREETSUFF
38575,3118 GALILEO LN,3118,GALILEO,LN
38583,1025 HARTFORD DR,1025,HARTFORD,DR
38585,4945 TESLA CIR,4945,TESLA,CIR
38586,5678 BASELINE RD,5678,BASELINE,RD
38592,3925 LONGWOOD AVE,3925,LONGWOOD,AVE
38603,"5000 BUTTE ST, UNIT 85",5000,BUTTE,ST
38605,870 QUINCE AVE,870,QUINCE,AVE
38609,4494 COOLIDGE PL,4494,COOLIDGE,PL
38626,89 ILLINI CT,89,ILLINI,CT
38628,2418 30TH ST,2418,30TH,ST
38630,494 LOCUST PL,494,LOCUST,PL
38642,4760 HANCOCK DR,4760,HANCOCK,DR
38644,845 MEADOW GLEN DR,845,MEADOW GLEN,DR
38653,4741 FRANKLIN DR,4741,FRANKLIN,DR
38673,2066 5TH ST,2066,5TH,ST
38683,4405 AGATE RD,4405,AGATE,RD
38687,5487 BLACK HAWK RD,5487,BLACK HAWK,RD
38690,1001 UTICA CIR,1001,UTICA,CIR
38691,5580 STONEWALL PL,5580,STONEWALL,PL
38693,5646 PENNSYLVANIA AVE,5646,PENNSYLVANIA,AVE
38719,445 MARINE ST,445,MARINE,ST
38724,495 QUAIL CIR,495,QUAIL,CIR
38727,"5000 BUTTE ST, UNIT 210",5000,BUTTE,ST
38730,"5505 VALMONT RD, UNIT 278",5505,VALMONT,RD
38734,"1186 MONROE DR, UNIT A",1186,MONROE,DR
38739,4968 PEARL EAST CIR,4968,PEARL EAST,CIR
38740,4705 HARRISON AVE,4705,HARRISON,AVE
38742,4570 PUSSYWILLOW CT,4570,PUSSYWILLOW,CT
38745,572 UNION AVE,572,UNION,AVE
38781,910 QUINCE AVE,910,QUINCE,AVE
38788,5652 CASCADE PL,5652,CASCADE,PL
38797,310 LINDEN AVE,310,LINDEN,AVE
38808,"5485 CONESTOGA CT, UNIT 240",5485,CONESTOGA,CT
38813,4170 LONGVIEW LN,4170,LONGVIEW,LN
38814,4174 LONGVIEW LN,4174,LONGVIEW,LN
38815,4178 LONGVIEW LN,4178,LONGVIEW,LN
38820,4182 LONGVIEW LN,4182,LONGVIEW,LN
38821,4186 LONGVIEW LN,4186,LONGVIEW,LN
38822,4181 WESTCLIFFE CT,4181,WESTCLIFFE,CT
38823,4171 WESTCLIFFE CT,4171,WESTCLIFFE,CT
38835,475 POPLAR AVE,475,POPLAR,AVE
38859,5525 CENTRAL AVE,5525,CENTRAL,AVE
38866,"4855 EDISON AVE, UNIT 214",4855,EDISON,AVE
38867,"4855 EDISON AVE, UNIT 311",4855,EDISON,AVE
38868,"4855 EDISON AVE, UNIT 111",4855,EDISON,AVE
38869,"4855 EDISON AVE, UNIT 211",4855,EDISON,AVE
38870,"4855 EDISON AVE, UNIT 112",4855,EDISON,AVE
38871,"4855 EDISON AVE, UNIT 212",4855,EDISON,AVE
38872,"4855 EDISON AVE, UNIT 312",4855,EDISON,AVE
38873,"4855 EDISON AVE, UNIT 209",4855,EDISON,AVE
38874,"4855 EDISON AVE, UNIT 210",4855,EDISON,AVE
38875,3105 GALILEO LN,3105,GALILEO,LN
38883,"3735 BIRCHWOOD DR, UNIT 29",3735,BIRCHWOOD,DR
38884,"3735 BIRCHWOOD DR, UNIT 31",3735,BIRCHWOOD,DR
38885,"3735 BIRCHWOOD DR, UNIT 30",3735,BIRCHWOOD,DR
38886,"3745 BIRCHWOOD DR, UNIT 37",3745,BIRCHWOOD,DR
38887,"3745 BIRCHWOOD DR, UNIT 40",3745,BIRCHWOOD,DR
38888,"3745 BIRCHWOOD DR, UNIT 38",3745,BIRCHWOOD,DR
38889,"3745 BIRCHWOOD DR, UNIT 39",3745,BIRCHWOOD,DR
38890,"3715 BIRCHWOOD DR, UNIT 14",3715,BIRCHWOOD,DR
38891,"3715 BIRCHWOOD DR, UNIT 13",3715,BIRCHWOOD,DR
38892,"3715 BIRCHWOOD DR, UNIT 16",3715,BIRCHWOOD,DR
38893,"3715 BIRCHWOOD DR, UNIT 15",3715,BIRCHWOOD,DR
38894,"3705 BIRCHWOOD DR, UNIT 1",3705,BIRCHWOOD,DR
38896,115 MANHATTAN DR,115,MANHATTAN,DR
38902,660 QUINCE CIR,660,QUINCE,CIR
38906,4150 LONGVIEW LN,4150,LONGVIEW,LN
38908,"5000 BUTTE ST, UNIT 123",5000,BUTTE,ST
38909,"608 PEARL ST, UNIT A",608,PEARL,ST
38910,3101 OURAY ST,3101,OURAY,ST
38952,3670 SILVER PLUME LN,3670,SILVER PLUME,LN
38953,3680 SILVER PLUME LN,3680,SILVER PLUME,LN
38954,3690 SILVER PLUME LN,3690,SILVER PLUME,LN
38962,3801 SILVER PLUME CIR,3801,SILVER PLUME,CIR
38968,2956 MADERA CT,2956,MADERA,CT
38969,4100 GREENBRIAR BLVD,4100,GREENBRIAR,BLVD
38980,"625 PEARL ST, UNIT 19",625,PEARL,ST
38982,2090 5TH ST,2090,5TH,ST
38984,3115 GATLING LN,3115,GATLING,LN
38996,1310 SONGBIRD CT,1310,SONGBIRD,CT
39018,3829 FREDERICKS CT,3829,FREDERICKS,CT
39090,101 GREEN ROCK DR,101,GREEN ROCK,DR
39092,2205 KNOLLWOOD DR,2205,KNOLLWOOD,DR
39095,"33 SOUTH BOULDER CIR, UNIT 218",33,SOUTH BOULDER,CIR
39096,"33 SOUTH BOULDER CIR, UNIT 102",33,SOUTH BOULDER,CIR
39097,"33 SOUTH BOULDER CIR, UNIT 308",33,SOUTH BOULDER,CIR
39098,"33 SOUTH BOULDER CIR, UNIT 315",33,SOUTH BOULDER,CIR
39099,"33 SOUTH BOULDER CIR, UNIT 313",33,SOUTH BOULDER,CIR
39100,"33 SOUTH BOULDER CIR, UNIT 204",33,SOUTH BOULDER,CIR
39101,"33 SOUTH BOULDER CIR, UNIT 309",33,SOUTH BOULDER,CIR
39102,"33 SOUTH BOULDER CIR, UNIT 317",33,SOUTH BOULDER,CIR
39103,"33 SOUTH BOULDER CIR, UNIT 202",33,SOUTH BOULDER,CIR
39104,"33 SOUTH BOULDER CIR, UNIT 319",33,SOUTH BOULDER,CIR
39105,"33 SOUTH BOULDER CIR, UNIT 304",33,SOUTH BOULDER,CIR
39106,"33 SOUTH BOULDER CIR, UNIT 210",33,SOUTH BOULDER,CIR
39107,"33 SOUTH BOULDER CIR, UNIT 311",33,SOUTH BOULDER,CIR
39108,"33 SOUTH BOULDER CIR, UNIT 220",33,SOUTH BOULDER,CIR
39109,"33 SOUTH BOULDER CIR, UNIT 215",33,SOUTH BOULDER,CIR
39110,"33 SOUTH BOULDER CIR, UNIT 213",33,SOUTH BOULDER,CIR
39111,"33 SOUTH BOULDER CIR, UNIT 321",33,SOUTH BOULDER,CIR
39112,"33 SOUTH BOULDER CIR, UNIT 306",33,SOUTH BOULDER,CIR
39113,"33 SOUTH BOULDER CIR, UNIT 217",33,SOUTH BOULDER,CIR
39114,"33 SOUTH BOULDER CIR, UNIT 118",33,SOUTH BOULDER,CIR
39115,"33 SOUTH BOULDER CIR, UNIT 117",33,SOUTH BOULDER,CIR
39128,3112 BELL DR,3112,BELL,DR
39131,2722 WINDING TRAIL PL,2722,WINDING TRAIL,PL
39133,892 ITHACA DR,892,ITHACA,DR
39138,"5000 BUTTE ST, UNIT 2",5000,BUTTE,ST
39148,4605 NASSAU PL,4605,NASSAU,PL
39153,635 MARINE ST,635,MARINE,ST
39155,734 PEARL ST,734,PEARL,ST
39176,1228 MALLARD CT,1228,MALLARD,CT
39177,4540 MACARTHUR DR,4540,MACARTHUR,DR
39191,3328 WRIGHT CIR,3328,WRIGHT,CIR
39193,"840 PEARL ST, UNIT 1",840,PEARL,ST
39195,1094 LOVE CT,1094,LOVE,CT
39199,4495 BURR PL,4495,BURR,PL
39203,4404 COOLIDGE PL,4404,COOLIDGE,PL
39217,4765 MCKINLEY DR,4765,MCKINLEY,DR
39221,955 MIAMI WAY,955,MIAMI,WAY
39223,610 UNIVERSITY AVE,610,UNIVERSITY,AVE
39225,4556 MAPLE CT,4556,MAPLE,CT
39282,5741 ARAPAHOE RD,5741,ARAPAHOE,RD
39351,777 PEARL ST,777,PEARL,ST
39366,5706 BASELINE RD,5706,BASELINE,RD
39367,2570 SUMAC AVE,2570,SUMAC,AVE
39368,6400 ARAPAHOE RD,6400,ARAPAHOE,RD
39373,200 GREEN ROCK DR,200,GREEN ROCK,DR
39378,845 MARINE ST,845,MARINE,ST
39379,"625 PEARL ST, UNIT 25",625,PEARL,ST
39390,3762 WONDERLAND HILL AVE,3762,WONDERLAND HILL,AVE
39394,5215 ILLINI WAY,5215,ILLINI,WAY
39395,4990 PEARL EAST CIR,4990,PEARL EAST,CIR
39402,4866 FRANKLIN DR,4866,FRANKLIN,DR
39404,"600 ARAPAHOE AVE, UNIT 2",600,ARAPAHOE,AVE
39415,5290 E EUCLID AVE,5290,EUCLID,AVE
39439,3093 OURAY ST,3093,OURAY,ST
39446,5515 S BOULDER RD,5515,BOULDER,RD
39450,115 GREEN ROCK DR,115,GREEN ROCK,DR
39575,"5505 VALMONT RD, UNIT 35",5505,VALMONT,RD
39584,3080 CENTER GREEN DR,3080,CENTER GREEN,DR
39588,3164 34TH ST,3164,34TH,ST
39594,"70 SOUTH BOULDER CIR, UNIT 7021",70,SOUTH BOULDER,CIR
39595,"70 SOUTH BOULDER CIR, UNIT 7031",70,SOUTH BOULDER,CIR
39596,"70 SOUTH BOULDER CIR, UNIT 7012",70,SOUTH BOULDER,CIR
39597,"70 SOUTH BOULDER CIR, UNIT 7022",70,SOUTH BOULDER,CIR
39598,"70 SOUTH BOULDER CIR, UNIT 7032",70,SOUTH BOULDER,CIR
39600,434 MORRISON ALY,434,MORRISON,ALY
39601,397 PEARL ST,397,PEARL,ST
39602,2036 4TH ST,2036,4TH,ST
39603,424 MORRISON ALY,424,MORRISON,ALY
39604,414 MORRISON ALY,414,MORRISON,ALY
39605,457 PEARL ST,457,PEARL,ST
39606,377 PEARL ST,377,PEARL,ST
39607,375 PEARL ST,375,PEARL,ST
39608,385 PEARL ST,385,PEARL,ST
39609,395 PEARL ST,395,PEARL,ST
39611,"2020 5TH ST, UNIT A",2020,5TH,ST
39613,555 PEARL ST,555,PEARL,ST
39614,"625 PEARL ST, UNIT 5",625,PEARL,ST
39626,2858 LOMA PL,2858,LOMA,PL
39627,2973 NOGALES CT,2973,NOGALES,CT
39628,2998 LOMA PL,2998,LOMA,PL
39629,2885 MAYA PL,2885,MAYA,PL
39630,3821 BIRCHWOOD DR,3821,BIRCHWOOD,DR
39634,3815 BIRCHWOOD DR,3815,BIRCHWOOD,DR
39635,3812 MONTEREY PL,3812,MONTEREY,PL
39637,3811 MONTEREY PL,3811,MONTEREY,PL
39639,"3850 PASEO DEL PRADO, UNIT 12",3850,PASEO DEL PRADO, 
39640,3823 PASEO DEL PRADO,3823,PASEO DEL PRADO, 
39641,3825 PASEO DEL PRADO,3825,PASEO DEL PRADO, 
39642,"50 S BOULDER CIR, UNIT 5011",50,S BOULDER,CIR
39643,"60 S BOULDER CIR, UNIT 6034",60,S BOULDER,CIR
39644,"60 S BOULDER CIR, UNIT 6037",60,S BOULDER,CIR
39645,"60 S BOULDER CIR, UNIT 6027",60,S BOULDER,CIR
39646,"60 S BOULDER CIR, UNIT 6032",60,S BOULDER,CIR
39647,"60 S BOULDER CIR, UNIT 6022",60,S BOULDER,CIR
39648,"60 S BOULDER CIR, UNIT 6025",60,S BOULDER,CIR
39649,"60 S BOULDER CIR, UNIT 6011",60,S BOULDER,CIR
39650,"60 S BOULDER CIR, UNIT 6012",60,S BOULDER,CIR
39651,"70 S BOULDER CIR, UNIT 7013",70,BOULDER,CIR
39666,"3060 PEARL PKWY, UNIT 116",3060,PEARL,PKWY
39668,"3060 PEARL PKWY, UNIT 105",3060,PEARL,PKWY
39669,"3060 PEARL PKWY, UNIT 305",3060,PEARL,PKWY
39670,"3060 PEARL PKWY, UNIT 301",3060,PEARL,PKWY
39671,"3060 PEARL PKWY, UNIT 303",3060,PEARL,PKWY
39678,"50 S BOULDER CIR, UNIT 5035",50,S BOULDER,CIR
39682,"3060 PEARL PKWY, UNIT 108",3060,PEARL,PKWY
39713,"1880 S FLATIRON CT, UNIT C",1880,FLATIRON,CT
39731,"1900 55TH ST, UNIT 105B",1900,55TH,ST
39739,1300 BLK SH 157, , , 
39742,5757 ARAPAHOE RD,5757,ARAPAHOE,RD
39743,6481 N 63RD ST,6481,63RD,ST
39744,6453 N 63RD ST,6453,63RD,ST
39746,5605 N 63RD ST,5605,63RD,ST
39747,574 LINDEN PARK CT,574,LINDEN PARK,CT
39748,714 MARINE ST,714,MARINE,ST
39769,"50 S BOULDER CIR, UNIT 5028",50,S BOULDER,CIR
39770,"50 S BOULDER CIR, UNIT 5027",50,S BOULDER,CIR
39771,"40 S BOULDER CIR, UNIT 4017",40,BOULDER,CIR
39772,"40 S BOULDER CIR, UNIT 4026",40,BOULDER,CIR
39774,"20 S BOULDER CIR, UNIT 2105",20,S BOULDER,CIR
39776,"33 S BOULDER CIR, UNIT 315",33,BOULDER,RD
39782,"701 ARAPAHOE AVE, UNIT 300",701,ARAPAHOE,AVE
39783,"701 ARAPAHOE AVE, UNIT 301",701,ARAPAHOE,AVE
39784,"701 ARAPAHOE AVE, UNIT 302",701,ARAPAHOE,AVE
39785,"701 ARAPAHOE AVE, UNIT 303",701,ARAPAHOE,AVE
39786,"701 ARAPAHOE AVE, UNIT 304",701,ARAPAHOE,AVE
39787,"701 ARAPAHOE AVE, UNIT 305",701,ARAPAHOE,AVE
39788,"701 ARAPAHOE AVE, UNIT 306",701,ARAPAHOE,AVE
39789,"701 ARAPAHOE AVE, UNIT 307",701,ARAPAHOE,AVE
39790,"701 ARAPAHOE AVE, UNIT 308",701,ARAPAHOE,AVE
39791,"701 ARAPAHOE AVE, UNIT 309",701,ARAPAHOE,AVE
39792,"701 ARAPAHOE AVE, UNIT 310",701,ARAPAHOE,AVE
39793,"865 ARAPAHOE AVE, UNIT 1",865,ARAPAHOE,AVE
39794,"865 ARAPAHOE AVE, UNIT 2",865,ARAPAHOE,AVE
39795,"865 ARAPAHOE AVE, UNIT 3",865,ARAPAHOE,AVE
39796,"865 ARAPAHOE AVE, UNIT 4",865,ARAPAHOE,AVE
39797,"725 ARAPAHOE AVE, UNIT 102",725,ARAPAHOE,AVE
39798,"725 ARAPAHOE AVE, UNIT 201",725,ARAPAHOE,AVE
39799,"725 ARAPAHOE AVE, UNIT 202",725,ARAPAHOE,AVE
39800,"725 ARAPAHOE AVE, UNIT 301",725,ARAPAHOE,AVE
39801,"725 ARAPAHOE AVE, UNIT 302",725,ARAPAHOE,AVE
39802,"735 ARAPAHOE AVE, UNIT 101",735,ARAPAHOE,AVE
39803,"735 ARAPAHOE AVE, UNIT 102",735,ARAPAHOE,AVE
39804,"735 ARAPAHOE AVE, UNIT 201",735,ARAPAHOE,AVE
39805,"735 ARAPAHOE AVE, UNIT 202",735,ARAPAHOE,AVE
39806,"735 ARAPAHOE AVE, UNIT 103",735,ARAPAHOE,AVE
39807,"735 ARAPAHOE AVE, UNIT 203",735,ARAPAHOE,AVE
39808,"735 ARAPAHOE AVE, UNIT 301",735,ARAPAHOE,AVE
39809,"735 ARAPAHOE AVE, UNIT 302",735,ARAPAHOE,AVE
39810,"735 ARAPAHOE AVE, UNIT 303",735,ARAPAHOE,AVE
39811,"755 ARAPAHOE AVE, UNIT 101",755,ARAPAHOE,AVE
39812,"755 ARAPAHOE AVE, UNIT 102",755,ARAPAHOE,AVE
39813,"755 ARAPAHOE AVE, UNIT 201",755,ARAPAHOE,AVE
39814,"755 ARAPAHOE AVE, UNIT 202",755,ARAPAHOE,AVE
39815,"755 ARAPAHOE AVE, UNIT 301",755,ARAPAHOE,AVE
39816,"755 ARAPAHOE AVE, UNIT 302",755,ARAPAHOE,AVE
39817,"765 ARAPAHOE AVE, UNIT 101",765,ARAPAHOE,AVE
39818,"765 ARAPAHOE AVE, UNIT 102",765,ARAPAHOE,AVE
39819,"765 ARAPAHOE AVE, UNIT 103",765,ARAPAHOE,AVE
39820,"765 ARAPAHOE AVE, UNIT 201",765,ARAPAHOE,AVE
39821,"765 ARAPAHOE AVE, UNIT 202",765,ARAPAHOE,AVE
39822,"765 ARAPAHOE AVE, UNIT 203",765,ARAPAHOE,AVE
39823,"765 ARAPAHOE AVE, UNIT 301",765,ARAPAHOE,AVE
39824,"765 ARAPAHOE AVE, UNIT 302",765,ARAPAHOE,AVE
39825,"765 ARAPAHOE AVE, UNIT 303",765,ARAPAHOE,AVE
40030,4561 SUNNYSIDE PL,4561,SUNNYSIDE,PL
40031,4567 SUNNYSIDE PL,4567,SUNNYSIDE,PL
40032,1531 48TH ST,1531,48TH,ST
40033,1533 48TH ST,1533,48TH,ST
40035,1529 48TH ST,1529,48TH,ST
40036,1527 48TH ST,1527,48TH,ST
40037,1525 48TH ST,1525,48TH,ST
40038,1523 48TH ST,1523,48TH,ST
40039,1521 48TH ST,1521,48TH,ST
40040,1519 48TH ST,1519,48TH,ST
40041,1517 48TH ST,1517,48TH,ST
40042,1513 48TH ST,1513,48TH,ST
40049,"3020 CARBON PL, UNIT 204",3020,CARBON,PL
40074,255 WILLOW GLEN CT,255,WILLOW GLEN, 
40076,2185 KNOLLWOOD DR,2185,KNOLLWOOD,DR
40079,2186 KNOLLWOOD DR,2186,KNOLLWOOD,DR
40091,6033 VALMONT RD,6033,VALMONT,RD
40100,133 SUNSHINE CANYON DR,133,SUNSHINE CANYON,DR
40101,33 SUNSHINE CANYON DR,33,SUNSHINE CANYON,DR
40107,5663 SIOUX DR,5663,SIOUX,DR
40183,1901 CENTRAL AVE,1901,CENTRAL,AVE
40184,6007 OREG AVE,6007,OREG,AVE
40186,2410 57TH ST,2410,57TH,ST
40198,"474 MARINE ST, UNIT CU2",474,MARINE,ST
40199,522 ARAPAHOE AVE,522,ARAPAHOE,AVE
40200,493 MARINE ST,493,MARINE,ST
40201,416 ARAPAHOE AVE,416,ARAPAHOE,AVE
40202,431 ARAPAHOE AVE,431,ARAPAHOE,AVE
40203,"600 ARAPAHOE AVE, UNIT 1",600,ARAPAHOE,AVE
40204,1643 9TH ST,1643,9TH,ST
40205,"1643 9TH ST, UNIT 3",1643,9TH,ST
40206,802 ARAPAHOE AVE,802,ARAPAHOE,AVE
40207,800 ARAPAHOE AVE,800,ARAPAHOE,AVE
40208,"1643 9TH ST, UNIT 1",1643,9TH,ST
40211,865 ARAPAHOE AVE,865,ARAPAHOE,AVE
40237,2106 KNOLLWOOD DR,2106,KNOLLWOOD,DR
40251,5469 S BOULDER RD,5469,BOULDER,RD
40260,2455 TOPAZ DR,2455,TOPAZ,DR
40270,5490 WESTERN AVE,5490,WESTERN,AVE
40273,1087 CHERRYVALE RD,1087,CHERRYVALE,RD
40278,4828 STERLING DR,4828,STERLING,DR
40282,1391 55TH ST,1391,55TH,ST
40285,5266 GALLATIN PL,5266,GALLATIN,PL
40286,862 55TH ST,862,55TH,ST
40291,1087 SYCAMORE AVE,1087,SYCAMORE,AVE
40294,5765 ORCHARD CREEK CIR,5765,ORCHARD CREEK,CIR
40323,3037 FULTON CIR,3037,FULTON,CIR
40324,4867 CURIE CT,4867,CURIE,CT
40325,4797 EDISON AVE,4797,EDISON,AVE
40326,4848 CURIE CT,4848,CURIE,CT
40327,4850 CURIE CT,4850,CURIE,CT
40328,4859 CURIE CT,4859,CURIE,CT
40329,3126 BELL DR,3126,BELL,DR
40330,4858 DARWIN CT,4858,DARWIN,CT
40331,4985 NOBLE PARK PL,4985,NOBLE PARK,PL
40332,3101 GAMOW LN,3101,GAMOW,LN
40333,3106 GALILEO LN,3106,GALILEO,LN
40334,4945 NOBLE PARK PL,4945,NOBLE PARK,PL
40335,3124 BELL DR,3124,BELL,DR
40336,3108 GAMOW LN,3108,GAMOW,LN
40337,4732 KINGS RIDGE BLVD,4732,KINGS RIDGE,BLVD
40338,4894 KINGS RIDGE BLVD,4894,KINGS RIDGE,BLVD
40339,3127 BELL DR,3127,BELL,DR
40340,4824 HOPKINS PL,4824,HOPKINS,PL
40441,"1898 S FLATIRON CT, UNIT 120",1898,FLATIRON,CT
40442,"5735 ARAPAHOE AVE, UNIT B",5735,ARAPAHOE,AVE
40462,"33 S BOULDER CIR, UNIT 310",33,BOULDER,RD
40465,"33 S BOULDER CIR, UNIT 306",33,BOULDER,RD
40466,"33 S BOULDER CIR, UNIT 307",33,BOULDER,RD
40467,"33 S BOULDER CIR, UNIT 222",33,BOULDER,RD
40468,"33 S BOULDER CIR, UNIT 301",33,BOULDER,RD
40469,"33 S BOULDER CIR, UNIT 302",33,BOULDER,RD
40470,"33 S BOULDER CIR, UNIT 213",33,BOULDER,RD
40471,"33 S BOULDER CIR, UNIT 214",33,BOULDER,RD
40472,"33 S BOULDER CIR, UNIT 215",33,BOULDER,RD
40476,"5735 ARAPAHOE AVE, UNIT G",5735,ARAPAHOE,AVE
40502,"33 S BOULDER CIR, UNIT 305",33,BOULDER,RD
40503,"33 S BOULDER CIR, UNIT 303",33,BOULDER,RD
40504,"33 S BOULDER CIR, UNIT 217",33,BOULDER,RD
40505,"33 S BOULDER CIR, UNIT 219",33,BOULDER,RD
40506,"33 S BOULDER CIR, UNIT 220",33,BOULDER,RD
40507,"33 S BOULDER CIR, UNIT 212",33,BOULDER,RD
40508,"33 S BOULDER CIR, UNIT 209",33,BOULDER,RD
40509,"33 S BOULDER CIR, UNIT 210",33,BOULDER,RD
40510,"33 S BOULDER CIR, UNIT 203",33,BOULDER,RD
40511,"33 S BOULDER CIR, UNIT 121",33,BOULDER,RD
40512,"33 S BOULDER CIR, UNIT 201",33,BOULDER,RD
40513,"33 S BOULDER CIR, UNIT 113",33,BOULDER,RD
40514,"33 S BOULDER CIR, UNIT 108",33,BOULDER,RD
40559,564 LINDEN PARK CT,564,LINDEN PARK,CT
40920,906 PEARL ST,906,PEARL,ST
40921,"314 PEARL ST, UNIT 1",314,PEARL,ST
40923,845 WALNUT ST,845,WALNUT,ST
40924,821 PEARL ST,821,PEARL,ST
40957,1630 9TH ST,1630,9TH,ST
40960,2400 MEADOW AVE,2400,MEADOW,AVE
40989,4410 ARAPAHOE AVE,4410,ARAPAHOE,AVE
40990,4430 ARAPAHOE AVE,4430,ARAPAHOE,AVE
40991,4440 ARAPAHOE AVE,4440,ARAPAHOE,AVE
40992,4656 MACARTHUR LN,4656,MACARTHUR,LN
40993,1540 MACARTHUR DR,1540,MACARTHUR,DR
40994,915 ROXWOOD LN,915,ROXWOOD,LN
40996,"1080 FAIRWAY CT, UNIT 2",1080,FAIRWAY,CT
40997,1091 LOVE CT,1091,LOVE,CT
40998,1086 LOVE CT,1086,LOVE,CT
40999,5668 PENNSYLVANIA PL,5668,PENNSYLVANIA,PL
41000,1245 OLD TALE RD,1245,OLD TALE,RD
41001,5400 WHITE PL,5400,WHITE,PL
41002,1115 REDWOOD AVE,1115,REDWOOD,AVE
41003,5220 HOLMES PL,5220,HOLMES,PL
41004,1125 REDWOOD AVE,1125,REDWOOD,AVE
41005,717 POPLAR AVE,717,POPLAR,AVE
41007,655 POPLAR AVE,655,POPLAR,AVE
41011,3071 OURAY ST,3071,OURAY,ST
41013,3625 PAONIA ST,3625,PAONIA,ST
41021,3274 SENTINEL DR,3274,SENTINEL,DR
41026,955 POPLAR PL,955,POPLAR,PL
41039,4833 BALDWIN PL,4833,BALDWIN,PL
41073,3118 BELL DR,3118,BELL,DR
41074,"3260 47TH ST, UNIT 101A",3260,47TH,ST
41075,4814 FRANKLIN DR,4814,FRANKLIN,DR
41076,4791 FRANKLIN DR,4791,FRANKLIN,DR
41077,4825 FRANKLIN DR,4825,FRANKLIN,DR
41079,4753 GIBBS AVE,4753,GIBBS,AVE
41080,4847 HOPKINS PL,4847,HOPKINS,PL
41081,3236 47TH ST,3236,47TH,ST
41085,"40 SOUTH BOULDER CIR, UNIT 4026",40,SOUTH BOULDER,CIR
41086,"40 SOUTH BOULDER CIR, UNIT 4036",40,SOUTH BOULDER,CIR
41087,"40 SOUTH BOULDER CIR, UNIT 4017",40,SOUTH BOULDER,CIR
41095,5680 PIONEER RD,5680,PIONEER,RD
41117,6017 VALMONT RD,6017,VALMONT,RD
41121,4949 PEARL EAST CIR,4949,PEARL EAST,CIR
41126,902 PEARL ST,902,PEARL,ST
41127,4999 PEARL EAST CIR,4999,PEARL EAST,CIR
41177,"3657 PASEO DEL PRADO, UNIT 7",3657,PASEO DEL PRADO, 
41178,"3657 PASEO DEL PRADO, UNIT 2",3657,PASEO DEL PRADO, 
41179,"3657 PASEO DEL PRADO, UNIT 3",3657,PASEO DEL PRADO, 
41180,"3685 PASEO DEL PRADO, UNIT 5",3685,PASEO DEL PRADO, 
41181,"3683 PASEO DEL PRADO, UNIT 3",3683,PASEO DEL PRADO, 
41182,"3665 PASEO DEL PRADO, UNIT 2",3665,PASEO DEL PRADO, 
41183,"3653 PASEO DEL PRADO, UNIT 1",3653,PASEO DEL PRADO, 
41184,"3701 PASEO DEL PRADO, UNIT 2",3701,PASEO DEL PRADO, 
41185,"3689 PASEO DEL PRADO, UNIT 1",3689,PASEO DEL PRADO, 
41218,"33 S BOULDER CIR, UNIT 204",33,BOULDER,RD
41219,"33 S BOULDER CIR, UNIT 122",33,BOULDER,RD
41220,"33 S BOULDER CIR, UNIT 202",33,BOULDER,RD
41221,"33 S BOULDER CIR, UNIT 116",33,BOULDER,RD
41222,33 S BOULDER CIR,33,BOULDER,RD
41223,"33 S BOULDER CIR, UNIT 102",33,BOULDER,RD
41224,"33 S BOULDER CIR, UNIT 103",33,BOULDER,RD
41226,"3700 HAYDEN PL, UNIT 4",3700,HAYDEN,PL
41227,"3700 HAYDEN PL, UNIT 5",3700,HAYDEN,PL
41228,"3700 HAYDEN PL, UNIT 6",3700,HAYDEN,PL
41229,"3620 HAYDEN PL, UNIT 1",3620,HAYDEN,PL
41230,"3620 HAYDEN PL, UNIT 2",3620,HAYDEN,PL
41231,"3620 HAYDEN PL, UNIT 3",3620,HAYDEN,PL
41232,"3620 HAYDEN PL, UNIT 4",3620,HAYDEN,PL
41234,"4940 PEARL EAST CIR, UNIT 100",4940,PEARL EAST,CIR
41235,"3060 PEARL PKWY, UNIT 112",3060,PEARL,PKWY
41236,"3060 PEARL PKWY, UNIT 205",3060,PEARL,PKWY
41237,"3060 PEARL PKWY, UNIT 307",3060,PEARL,PKWY
41238,"3060 PEARL PKWY, UNIT 407",3060,PEARL,PKWY
41239,"3060 PEARL PKWY, UNIT 100",3060,PEARL,PKWY
41240,"3060 PEARL PKWY, UNIT 401",3060,PEARL,PKWY
41247,"1900 55TH ST, UNIT 105C",1900,55TH,ST
41267,1901 N 63RD ST,1901,63RD,ST
41307,"5757 ARAPAHOE AVE, UNIT D1",5757,ARAPAHOE,AVE
41335,"33 S BOULDER CIR, UNIT 308",33,BOULDER,RD
41336,"33 S BOULDER CIR, UNIT 309",33,BOULDER,RD
41337,"33 S BOULDER CIR, UNIT 304",33,BOULDER,RD
41338,"33 S BOULDER CIR, UNIT 218",33,BOULDER,RD
41339,"33 S BOULDER CIR, UNIT 216",33,BOULDER,RD
41340,"33 S BOULDER CIR, UNIT 206",33,BOULDER,RD
41341,"33 S BOULDER CIR, UNIT 207",33,BOULDER,RD
41342,"33 S BOULDER CIR, UNIT 208",33,BOULDER,RD
41343,"33 S BOULDER CIR, UNIT 205",33,BOULDER,RD
41344,"33 S BOULDER CIR, UNIT 120",33,BOULDER,RD
41345,"33 S BOULDER CIR, UNIT 114",33,BOULDER,RD
41346,"33 S BOULDER CIR, UNIT 117",33,BOULDER,RD
41347,"33 S BOULDER CIR, UNIT 119",33,BOULDER,RD
